NATURA SIBERICA koncentrat witaminowy do włosów i ciała, Aqua, Glycerin, Schizandra Chinensis Fruit Extract, Pulmonaria Officinalis Extract, Achillea Asiatica Flower Leaf Stem Extract, Rhodiola Rosea Root Extract, Hesperis Sibirica Flower/Leaf/Stem Extract, Pinus Sibirica Oil, Polyglyceryl-6 Esters, Rosa Canina Fruit Oil, Vacinnium Myrtillus Seed Oil,Rubus Chamaemorus Fruit Extract, Sophora Japonica Flower Extract, Helianthus Annuus Seed Oil, Anthemis Nobilis Flower Extract, Artemisia Vulgaris Extract, Tocopheryl Acetate, Panthenol, Retinyl Palmitate, Niacinamide, Xanthan Gum, Gellan Gum, Caprylyl/Capryl Wheat Bran/Straw Glycoside, Fusel Wheat Bran/Straw Glycosides, Polyglyceryl-5 Oleate, Sodium Cocoyl  Glutamate, Glyceryl Caprylate, Lactose, Cellulose, Hydroxypropyl Methylcellulose, Mica, Titanium Dioxide, Citric Acid, Sodium Hydroxide, Benzyl Alcohol, Dehydroacetic Acid, Sodium Benzoate, Potassium Sorbate, Parfum, Citronellol, Hexyl Cinnamal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Limonene, Linalool, butylphenyl Methylpropional, Alpha-isomethyl Ionone, CI 77491
DIFEEL naturalny olejek z drzewa herbacianego do włosów cienkich i wypadających, Glycine Soja (Soybean) Oil, Canola Oil, Fragrance, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Olea Europaea (Olive) Fruit Oil, Ricinus Communis (Castor) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Rubus Idaeus (Raspberry) Fruit Extract, Verbascum Thapsus Extract, Salvia Officinalis (Sage) Leaf Extract, Urtica Dioica (Nettle) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Ganoderma Lucidum (Mushroom) Extract, Equisetum Arvense Leaf Extract, Lentinus Edodes Extract, BHT
